"Date","Open","High","Low","Close","Adj.Close","Volume","MA_20","MA_50","Daily_Return","Lag_1_Close","Lag_5_Close","Volatility_20"
2020-10-29,488.5,513.900024,479.339996,504.209991,504.209991,11120700,516.49349515,507.216998919999,17.970001,486.23999,485.230011,23.2445060137517
2020-10-30,502.01001,505.880005,472.209991,475.73999,475.73999,7807900,515.12749475,506.773798839999,-28.470001,504.209991,488.279999,24.8245467771417
2020-11-02,478.869995,486.299988,475,484.119995,484.119995,4408200,513.3009933,506.609998779999,8.38000500000004,475.73999,488.23999,25.7243985062017
2020-11-03,484.929993,495.309998,478.76001,487.220001,487.220001,3690200,512.3684936,506.578198839999,3.10000600000001,484.119995,488.929993,26.3386410165945
2020-11-04,495.359985,507.730011,493.980011,496.950012,496.950012,5137300,510.48299555,506.705599339999,9.73001099999999,487.220001,486.23999,26.0065514665839
2020-11-05,506.559998,518.72998,503.450012,513.76001,513.76001,5372800,509.58149715,506.030198959999,16.809998,496.950012,504.209991,25.537352415808
2020-11-06,515,515.210022,502.51001,514.72998,514.72998,4236300,508.34599605,505.799398159999,0.969969999999989,513.76001,475.73999,24.5971952874729
2020-11-09,485.540009,495.850006,467.26001,470.5,470.5,10419700,504.88049615,504.731597859999,-44.22998,514.72998,484.119995,24.8125186054397
2020-11-10,470.950012,484.600006,463.410004,480.23999,480.23999,8306100,501.1879943,503.745197699999,9.73998999999998,470.5,487.220001,22.4902853062414
2020-11-11,483,491.679993,478.26001,490.76001,490.76001,5460500,498.6534942,502.429398139999,10.52002,480.23999,496.950012,20.4806515908302
2020-11-12,491,496.519989,480.429993,486.769989,486.769989,5063700,495.89499355,501.107997379999,-3.99002100000001,490.76001,513.76001,17.8958891541171
2020-11-13,486.769989,488.940002,477.799988,482.839996,482.839996,3002700,493.49749445,500.249797299999,-3.92999300000002,486.769989,514.72998,16.096431618754
2020-11-16,480,485.579987,477.299988,479.100006,479.100006,3953600,490.9164962,499.510797659999,-3.73998999999998,482.839996,470.5,13.7866277318386
2020-11-17,480.119995,487.51001,478.850006,480.630005,480.630005,3698100,488.6769973,498.982997979999,1.52999899999998,479.100006,480.23999,11.3005942403081
2020-11-18,481.950012,488.609985,477.720001,481.790009,481.790009,3629200,488.31399835,498.614998119999,1.16000400000001,480.630005,490.76001,11.4041112035728
2020-11-19,482,487.799988,480.470001,484.670013,484.670013,2254700,488.28599845,498.694998119999,2.88000399999999,481.790009,486.769989,11.412765857614
2020-11-20,485.220001,494.76001,481.570007,488.23999,488.23999,4253400,488.283998,498.819197939999,3.56997699999999,484.670013,482.839996,11.412770470979
2020-11-23,490.459991,491.149994,475.839996,476.619995,476.619995,5416600,487.70299825,498.826397639999,-11.619995,488.23999,479.100006,11.7071077864143
2020-11-24,478.839996,484.049988,475.890015,482.880005,482.880005,3550500,487.40049885,498.564197939999,6.26000999999997,476.619995,480.630005,11.7518122046295
2020-11-25,485.130005,486.899994,478.920013,485,485,3598600,487.33849935,498.586998239999,2.11999500000002,482.880005,481.790009,11.7615239053419
2020-11-27,486.579987,493.25,481.850006,491.359985,491.359985,2805800,486.69599905,499.010197699999,6.35998499999999,485,484.670013,11.125136144808
2020-11-30,490.079987,492.549988,481.269989,490.700012,490.700012,3530900,487.44400015,499.424998119999,-0.659972999999979,491.359985,488.23999,10.8492354886072
2020-12-01,492.339996,509.470001,491.980011,504.579987,504.579987,5052700,488.46699975,499.769597739999,13.879975,490.700012,476.619995,11.4663690726907
2020-12-02,501.619995,506.799988,493.5,503.380005,503.380005,3028400,489.27499995,500.013797579999,-1.19998200000003,504.579987,482.880005,11.9337209262175
2020-12-03,502.98999,508.769989,496.040009,497.519989,497.519989,2826100,489.3034988,500.551997659999,-5.86001599999997,503.380005,485,11.9536781358401
2020-12-04,497.5,504.5,493.640015,498.309998,498.309998,3666200,488.5309982,501.056597879999,0.790008999999998,497.519989,491.359985,10.7262073121319
2020-12-07,500.01001,517.76001,497.769989,515.780029,515.780029,4289300,488.58350065,501.714598359999,17.470031,498.309998,490.700012,10.8628939751492
2020-12-08,517.900024,521.48999,505.549988,512.659973,512.659973,4229000,490.6914993,502.154797939999,-3.12005599999998,515.780029,504.579987,11.2526890439693
2020-12-09,510.529999,514.5,491.290009,493.600006,493.600006,4178800,491.3595001,502.157197839999,-19.059967,512.659973,503.380005,10.9931511379274
2020-12-10,494.559998,503.769989,492.910004,501.089996,501.089996,3018200,491.8759994,502.178397779999,7.48998999999998,493.600006,497.519989,11.2041481942766
2020-12-11,495,503.339996,494.850006,503.220001,503.220001,3210900,492.6985,501.692597599999,2.13000500000004,501.089996,498.309998,11.4114685705187
